DATE,Item ,"UNIT (box, sleeve, etc)",Quantity in store,,,Price purchased,Price sold,Supplier,Quantity in warehouse,
,Cold 20 oz,Sleeve,0,,,,,,,
,Hot 12 oz Cups,Sleeve,12,,,,,,,
,Hot 12-24oz Lids,box,1,,,,,,,
,Hot 8oz Cups,sleeve,7,,,,,,,
,Hot 8oz Lids,box,2,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,3,,x,,,,,
,San Pellegrino Cans,Cans,19,,,,,,,
,Fiji Small,Packs,11,,,,,,,
,Fiji Large,individual,4,,x,,,,,
,Lychee Soda,can,9,,,,,,,
,Yuzu Ginger Soda,can,6,,,,,,,
,Hibiscus Rose Soda,can,16,,,,,,,
,Cucumber Soda,can,21,,,,,,,
,,,,,,,,,,
,Gato Pistachios,,2,,,,,,,
,Gato Walnut,,6,,,,,,,
,Gato Almond,,1,,,,,,,
,Macaroon,individual,OUT,,,,,,,
,Chia parfait Berries,,3,,,,,,,
,Chiamisu,,8,,,,,,,
,Vegan strawberry vanilla chia ,,3,,,,,,,
,Blue Mermaid protein bowl,,8,,,,,,,
,Chia dragon fruit,,4,,,,,,,
,Shanta,12 oz,7,,,,,,,
,Limmu,12 oz,5,,,,,,,
,Matcha,bags,,,,,,,,
,Manos,12oz,5,,,,,,,
,Dubai chocolate,bars,2,,,,,,,
,chicken salad,,,,,,,,,
,Turkey wrap,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,,,,,,
,Feta,tin,2,,,,,,,
,Cucumber,,15,,,,,,,
,Tomato,,12,,,,,,,
,,,,,,,,,,
,Olive Oil,16oz,1,,x,,,,,
,Blueberries,,0,,x,,,,,
,Peanut Butter,64oz,2,,,,,,,
,Bread,Loaf,1,,,,,,,
,Lemon Juice,bottle,1.5,,,,,,,
,Hot sauce,,1.5,,,,,,,
,Balsamic ,,,,x,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,,
,Drip Filters,Bag,1.5,,,,,,,
,Scotch,,10,,,,,,,
,Gloves M,Box,OUT,,x,,,,,
,Gloves Large,Box,3,,x,,,,,
,Handsoap,Gallon,4,,,,,,,
,Bleach,Gallon,1/4,,x,,,,,
,fabric clean,,1.5,,,,,,,
,Degreaser,,1,,,,,,,
,Cafiza,bucket,1,,,,,,,
,Rinza,container,1,,,,,,,
,Grindz,,4,,,,,,,
,Pink Sanitizer,,1,,,,,,,
,Thieves Solution,,0.5,,,,,,,
,Machine dish soap,,2,,,,,,,
, paper towels,roll,32,,,,,,,
,2 fold napkins,roll,16,,,,,,,
,Toilet Paper,roll,14,,,,,,,
,Toilet seat cover,box,4,,,,,,,
,Febreze,,10,,,,,,,
,Dawn Dishsoap,bottle,4,,,,,,,
,Trash Bags 56 gal,box,2,,,,,,,
,Trash Bags 42 gal,box,2,,,,,,,
,Glass Cleaner ,,1,,,,,,,
,,,,,,,,,,
,MISC,,,,,,,,,
,Teapot,individual,2,,,,,,,
,Cold brew bag,individual,LOW,,x,,,,,
,Towels ,,FULL,,,,,,,
,Cup Sleeves,Box,1,,,,,,,
,Cup Carriers,box,1,,,,,,,
,Pastry Bag,Box/individual,1 box,,x,,,,,
,To-Go Box,Sleeve,5,,,,,,,
,To-Go Bag,box,1,,,,,,,
,Straws,box,0.5,,,,,,,
,Stickers,roll,4,,x,,,,,
,Stir Sticks,Box,7,,,,,,,
,Stoppers,packs,1.5,,,,,,,
,Matcha bowl,individual,1,,,,,,,
,Matcha whisk,individual,3,,,,,,,
,Large coffee filter,Sleeve/bag,4,,,,,,,
,Plastic forks,Box,2,,,,,,,
,plastic spoons,box,1,,,,,,,
,Plastic knives,box,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Beans,,,,,,,,,
,Limmu,,OUT,,x,,,,,
,Shanta,,3,,,,,,,
,Manos,,OUT,,,,,,,
,Decaf,,OUT,,,,,,,
,,,,,,,,,,
,-------------------------------------------,,,,,,,,,
7/21/25,MILKS,,,,,,,,,
,Whole Milk,,9,,,,,,,
,Low-Fat,,6,,,,,,,
,Half n Half,,3,,,,,,,
,Heavy Cream,,4,,,,,,,
,Oat,,33,,,,,,,
,Almond,,33,,,,,,,
,Lemonade,,2,,,,,,,
,Soy,,13,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,,,,,,
,Dark Chocolate sauce,bottle,1,,x,,,,,
,Homemade Vanilla,bottle,5,,,,,,,
,Vanilla Creme,bottle,3,,,,,,,
,Caramel,bottle,6,,,,,,,
,Strawberry,bottle,9,,,,,,,
,Pistachio,bottle,3,,,,,,,
,Vanilla ,bottle,0,,,,,,,
,Sugar Free Vanilla,bottle,3,,,,,,,
,Honey,Bottle,4,,,,,,,
,Irish Cream,bottle,1,,,,,,,
,Ube,bottle,0,,,,,,,
,Rose,bottle,2,,x,,,,,
,Gingerbread,bottle,0,,,,,,,
,Dark chocolate syrup,bottle,2,,,,,,,
,Peppermint,bottle,1,,,,,,,
,,,,,,,,,,
,TEA,,,,,,,,,
,Matcha,bag,1,,x,,,,,
,Chai Masala,bottle,9,,,,,,,
,Turmeric Ginger,carton,30,,,,,,,
,English Breakfast,bag,1.5,,,,,,,
,Earl Grey,bag,OUT,,,,,,,
,Pineapple Papaya,bag,1,,,,,,,
,Moroccan Mint,bag,1,,,,,,,
,Jasmine,bag,2,,,,,,,
,"Chai, caffeine free",bag,2,,,,,,,
,Chamomint,bag,0.5,,x,,,,,
,Crimson berry ,bag,0.5,,x,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,2,,,,,,,
,Raisins,bags,1,,,,,,,
,Walnuts,Bags,0,,,,,,,
,Pistachios,Bag,2,,,,,,,
,Cinnamon,,3/4,,,,,,,
,Sweet and low ,,0.5,,x,,,,,
,Stevia,Box,1.5,,,,,,,
,Raw Sugar,Box,1.5,,,,,,,
,Splenda,Box,1.5,,,,,,,
,White sugar bulk,,1 small bag,,x,,,,,
,White sugar packets,Box,2,,,,,,,
,Greek seasoning,bottle,3,,,,,,,
,Rose Powder,,3,,x,,,,,
,,,,,,,,,,
,,,,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,sleeve,30,,x,,,,,
,Cold 12-14 oz Cups,Sleeve,25,,x,,,,,
,Cold Lids,Sleeve,26,,,,,,,
,Cold 20 oz,Sleeve,0,,,,,,,
,Hot 12 oz Cups,Sleeve,12,,,,,,,
,Hot 12-24oz Lids,box,6,,,,,,,
,Hot 8oz Cups,sleeve,3. LOW,,,,,,,
,Hot 8oz Lids,box,9,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,24,,x,,,,,
,San Pellegrino Cans,Cans,8,,,,,,,
,Fiji Small,6 Packs,8,,,,,,,
,Fiji Large,individual,12,,x,,,,,
,Lychee Soda,can,7,,,,,,,
,Yuzu Ginger Soda,can,7,,,,,,,
,Hibiscus Rose Soda,can,12,,,,,,,
,Cucumber Soda,can,16,,,,,,,
,,,,,,,,,,
,Gato Pistachios,,8,,,,,,,
,Gato Walnut,,9,,,,,,,
,Gato Almond,,8,,,,,,,
,Macaroon,individual,OUT,,,,,,,
,Chia parfait Berries,,0,,,,,,,
,Chiamisu,,0,,,,,,,
,Vegan strawberry vanilla chia ,,0,,,,,,,
,Blue Mermaid protein bowl,,1,,,,,,,
,Chia dragon fruit,,0,,,,,,,
,Shanta,12 oz,4,,,,,,,
,Limmu,12 oz,,,,,,,,
,Matcha,bags,1,,,,,,,
,Manos,12oz,4,,,,,,,
,Dubai chocolate,bars,0,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,,,,,,
,Feta,tin,2,,x,,,,,
,Cucumber,,10,,,,,,,
,Tomato,,10,,,,,,,
,,,,,,,,,,
,Olive Oil,16oz,1,,x,,,,,
,Blueberries,,1,,x,,,,,
,Peanut Butter,64oz,2,,,,,,,
,Bread,Loaf,1,,,,,,,
,Lemon Juice,bottle,1.5,,,,,,,
,Hot sauce,,1.5,,,,,,,
,Balsamic ,,,,x,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,,
,Drip Filters,Bag,1.5,,,,,,,
,Scotch,,10,,,,,,,
,Gloves M,Box,5,,x,,,,,
,Gloves Large,Box,4,,x,,,,,
,Handsoap,Gallon,4,,,,,,,
,Bleach,Gallon,2.5,,x,,,,,
,fabric clean,,1.5,,,,,,,
,Degreaser,,1,,,,,,,
,Cafiza,bucket,1,,,,,,,
,Rinza,container,1,,,,,,,
,Grindz,,4,,,,,,,
,Pink Sanitizer,,1,,,,,,,
,Thieves Solution,,0.5,,,,,,,
,Machine dish soap,,2,,,,,,,
, paper towels,roll,16,,,,,,,
,2 fold napkins,roll,16,,,,,,,
,Toilet Paper,roll,42,,,,,,,
,Toilet seat cover,box,4,,,,,,,
,Febreze,,10,,,,,,,
,Dawn Dishsoap,bottle,4,,,,,,,
,Trash Bags 56 gal,box,2,,,,,,,
,Trash Bags 42 gal,box,2,,,,,,,
,Glass Cleaner ,,1,,,,,,,
,,,,,,,,,,
,MISC,,,,,,,,,
,Teapot,individual,2,,,,,,,
,Cold brew bag,individual,12,,x,,,,,
,Towels ,,FULL,,,,,,,
,Cup Sleeves,Box,1,,,,,,,
,Cup Carriers,box,1,,,,,,,
,Pastry Bag,Box/individual,1 box,,x,,,,,
,To-Go Box,Sleeve,5,,,,,,,
,To-Go Bag,box,1,,,,,,,
,Straws,box,0.5,,,,,,,
,Stickers,roll,4,,x,,,,,
,Stir Sticks,Box,7,,,,,,,
,Stoppers,packs,1.5,,,,,,,
,Matcha bowl,individual,1,,,,,,,
,Matcha whisk,individual,3,,,,,,,
,Large coffee filter,Sleeve/bag,4,,,,,,,
,Plastic forks,Box,2,,,,,,,
,plastic spoons,box,1,,,,,,,
,Plastic knives,box,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Beans,,,,,,,,,
,Limmu,,1 big bucket ,,,,,,,
,Shanta,,1 little bucket,,,,,,,
,Manos,,,,,,,,,
,Decaf,,OUT,,,,,,,
,,,,,,,,,,
,-------------------------------------------,,,,,,,,,
7/26/25,MILKS,,,,,,,,,
,Whole Milk,,10,,,,,,,
,Low-Fat,,12,,,,,,,
,Half n Half,,1,,,,,,,
,Heavy Cream,,7,,,,,,,
,Oat,,25,,,,,,,
,Almond,,25,,,,,,,
,Lemonade,,2,,,,,,,
,Soy,,12,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,,,,,,
,Dark Chocolate sauce,bottle,1,,,,,,6,
,Homemade Vanilla,bottle,4,,,,,,,
,Vanilla Creme,bottle,2,,,,,,,
,Caramel,bottle,8,,,,,,,
,Strawberry,bottle,10,,,,,,8,
,Pistachio,bottle,2,,,,,,12,
,Vanilla ,bottle,OUT,,,,,,4,
,Sugar Free Vanilla,bottle,3,,,,,,,
,Honey,Bottle,4,,,,,,,
,Irish Cream,bottle,1,,,,,,4,
,Ube,bottle,0,,,,,,,
,Rose,bottle,6,,,,,,,
,Gingerbread,bottle,0,,,,,,,
,Dark chocolate syrup,bottle,2,,,,,,,
,Peppermint,bottle,1,,,,,,,
,,,,,,,,,,
,TEA,,,,,,,,,
,Matcha,bag,1/3 bag LOW,,,,,,,
,Chai Masala,bottle,10,,,,,,,
,Turmeric Ginger,carton,24,,,,,,,
,English Breakfast,bag,1.5,,,,,,5,
,Earl Grey,bag,OUT,,,,,,,
,Pineapple Papaya,bag,0.5,,,,,,3,
,Moroccan Mint,bag,1,,,,,,,
,Jasmine,bag,0.5,,,,,,4,
,"Chai, caffeine free",bag,2,,,,,,4,
,Chamomint,bag,1.5,,,,,,3,
,Crimson berry ,bag,1.5,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,1,,,,,,2,
,Raisins,bags,1,,,,,,,
,Walnuts,Bags,0,,,,,,,
,Pistachios,Bag,2,,,,,,2,
,Cinnamon,,3/4,,,,,,,
,Sweet and low ,,0.5,,,,,,x,
,Stevia,Box,1.5,,,,,,,
,Raw Sugar,Box,1.5,,,,,,x,
,Splenda,Box,1.5,,,,,,x,
,White sugar bulk,,3 small bags,,,,,,,
,White sugar packets,Box,2,,,,,,,
,Greek seasoning,bottle,2.5,,,,,,,
,Rose Powder,,3,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,sleeve,24,,,,,,,
,Cold 12-14 oz Cups,Sleeve,24,,,,,,1,
,Cold Lids,Sleeve,43,,,,,,,
,Cold 20 oz,Sleeve,0,,,,,,,
,Hot 12 oz Cups,Sleeve,12,,,,,,1,
,Hot 12-24oz Lids,Sleeve,4,,,,,,1,
,Hot 8oz Cups,sleeve,12,,,,,,,
,Hot 8oz Lids,Sleeve,6,,,,,,5,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,24,,,,,,,
,San Pellegrino Cans,Cans,8,,,,,,,
,Fiji Small,6 Packs,42,,,,,,,
,Fiji Large,individual,11,,,,,,,
,Lychee Soda,can,3,,,,,,,
,Yuzu Ginger Soda,can,6,,,,,,,
,Hibiscus Rose Soda,can,6,,,,,,,
,Cucumber Soda,can,7,,,,,,,
,,,,,,,,,,
,Gato Pistachios,,5,,,,,,,
,Gato Walnut,,6,,,,,,,
,Gato Almond,,6,,,,,,,
,Macaroon,individual,OUT,,,,,,,
,Chia parfait Berries,,1,,,,,,,
,Chiamisu,,3,,,,,,,
,Vegan strawberry vanilla chia ,,0,,,,,,,
,Blue Mermaid protein bowl,,1,,,,,,,
,Chia dragon fruit,,1,,,,,,,
,Shanta,12 oz,4,,,,,,,
,Limmu,12 oz,,,,,,,,
,Matcha,bags,1,,,,,,,
,Manos,12oz,4,,,,,,,
,Dubai chocolate,bars,0,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,,,,,,
,Feta,tin,1 LOW,,,,,,,
,Cucumber,,8,,,,,,,
,Tomato,,18 small 1 big,,,,,,,
,,,,,,,,,,
,Olive Oil,16oz,1,,,,,,,
,Blueberries,,1,,,,,,,
,Peanut Butter,64oz,2,,,,,,,
,Bread,Loaf,1.5,,,,,,,
,Lemon Juice,bottle,1.5,,,,,,,
,Hot sauce,,1.5,,,,,,,
,Balsamic ,,,,,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,,
,Drip Filters,Bag,1.5,,,,,,,
,Scotch,,10,,,,,,,
,Gloves M,Box,5,,,,,,,
,Gloves Large,Box,4,,,,,,,
,Handsoap,Gallon,4,,,,,,,
,Bleach,Gallon,2.5,,,,,,,
,fabric clean,,1.5,,,,,,,
,Degreaser,,1,,,,,,,
,Cafiza,bucket,1,,,,,,,
,Rinza,container,1,,,,,,,
,Grindz,,4,,,,,,,
,Pink Sanitizer,,1,,,,,,,
,Thieves Solution,,0.5,,,,,,,
,Machine dish soap,,2,,,,,,,
, paper towels,roll,16,,,,,,,
,2 fold napkins,roll,16,,,,,,,
,Toilet Paper,roll,42,,,,,,,
,Toilet seat cover,box,4,,,,,,,
,Febreze,,10,,,,,,,
,Dawn Dishsoap,bottle,4,,,,,,,
,Trash Bags 56 gal,box,2,,,,,,,
,Trash Bags 42 gal,box,2,,,,,,,
,Glass Cleaner ,,1,,,,,,,
,,,,,,,,,,
,MISC,,,,,,,,,
,Teapot,individual,2,,,,,,,
,Cold brew bag,individual,12,,,,,,,
,Towels ,,FULL,,,,,,,
,Cup Sleeves,Box,1,,,,,,,
,Cup Carriers,box,1,,,,,,,
,Pastry Bag,Box/individual,1 box,,,,,,,
,To-Go Box,Sleeve,5,,,,,,,
,To-Go Bag,box,1,,,,,,,
,Straws,box,0.5,,,,,,,
,Stickers,roll,4,,,,,,,
,Stir Sticks,Box,7,,,,,,x,
,Stoppers,packs,1.5,,,,,,,
,Matcha bowl,individual,1,,,,,,,
,Matcha whisk,individual,3,,,,,,,
,Large coffee filter,Sleeve/bag,4,,,,,,,
,Plastic forks,Box,2,,,,,,x,
,plastic spoons,box,1,,,,,,,
,Plastic knives,box,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Beans,,,,,,,,,
,Limmu,,1/4 big bucket LOW,,,,,,,
,Shanta,,1/4 little bucket LOW,,,,,,,
,Manos,,,,,,,,,
,Decaf,,OUT,,,,,,,
,golden hour ,,2 bags ,,,,,,,
,-------------------------------------------,,,,,,,,,
7/28/25,MILKS,,,,,,,,,
,Whole Milk,,5,,,,,,,
,Low-Fat,,8,,,,,,,
,Half n Half,,1,,,,,,,
,Heavy Cream,,4,,,,,,,
,Oat,,1,,,,,,,
,Almond,,10,,,,,,,
,Lemonade,,2,,,,,,,
,Soy,,12,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,,,,,,
,Dark Chocolate sauce,bottle,4,,,,,,,
,Homemade Vanilla,bottle,4,,,,,,,
,Vanilla Creme,bottle,1,,,,,,,
,Caramel,bottle,5,,,,,,,
,Strawberry,bottle,10,,,,,,,
,Pistachio,bottle,2,,,,,,,
,Vanilla ,bottle,OUT,,,,,,,
,Sugar Free Vanilla,bottle,3,,,,,,,
,Honey,Bottle,3,,,,,,,
,Irish Cream,bottle,1,,,,,,,
,Ube,bottle,0,,,,,,,
,Rose,bottle,6,,,,,,,
,Gingerbread,bottle,0,,,,,,,
,Dark chocolate syrup,bottle,2,,,,,,,
,Peppermint,bottle,1,,,,,,,
,,,,,,,,,,
,TEA,,,,,,,,,
,Matcha,bag,2,,,,,,,
,Chai Masala,bottle,9,,,,,,,
,Turmeric Ginger,carton,24,,,,,,,
,English Breakfast,bag,1.5,,,,,,,
,Earl Grey,bag,OUT,,,,,,,
,Pineapple Papaya,bag,0.5,,,,,,,
,Moroccan Mint,bag,1,,,,,,,
,Jasmine,bag,0.5,,,,,,,
,"Chai, caffeine free",bag,2,,,,,,,
,Chamomint,bag,1.5,,,,,,,
,Crimson berry ,bag,1.5,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,1,,,,,,,
,Raisins,bags,1,,,,,,,
,Walnuts,Bags,0,,,,,,,
,Pistachios,Bag,2,,,,,,,
,Cinnamon,,3/4,,,,,,,
,Sweet and low ,,0.5,,,,,,,
,Stevia,Box,1.5,,,,,,,
,Raw Sugar,Box,1.5,,,,,,,
,Splenda,Box,1.5,,,,,,,
,White sugar bulk,,3 small bags,,,,,,,
,White sugar packets,Box,2,,,,,,,
,Greek seasoning,bottle,2.5,,,,,,,
,Rose Powder,,3,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,sleeve,22,,,,,,,
,Cold 12-14 oz Cups,Sleeve,22,,,,,,,
,Cold Lids,Sleeve,40,,,,,,,
,Cold 20 oz,Sleeve,0,,,,,,,
,Hot 12 oz Cups,Sleeve,10,,,,,,,
,Hot 12-24oz Lids,Sleeve,5,,,,,,,
,Hot 8oz Cups,sleeve,12,,,,,,,
,Hot 8oz Lids,Sleeve,8,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,23,,,,,,,
,San Pellegrino Cans,Cans,,,,,,,,
,Fiji Small,6 Packs,39,,,,,,,
,Fiji Large,individual,8,,,,,,,
,Lychee Soda,can,30,,,,,,,
,Yuzu Ginger Soda,can,14,,,,,,,
,Hibiscus Rose Soda,can,7,,,,,,,
,Cucumber Soda,can,10,,,,,,,
,,,,,,,,,,
,Gato Pistachios,,11,,,,,,,
,Gato Walnut,,6,,,,,,,
,Gato Almond,,12,,,,,,,
,Macaroon,individual,OUT,,,,,,,
,Chia parfait Berries,,0,,,,,,,
,Chiamisu,,0,,,,,,,
,Vegan strawberry vanilla chia ,,0,,,,,,,
,Blue Mermaid protein bowl,,0,,,,,,,
,Chia dragon fruit,,0,,,,,,,
,Shanta,12 oz,4,,,,,,,
,Limmu,12 oz,,,,,,,,
,Matcha,bags,1,,,,,,,
,Manos,12oz,4,,,,,,,
,Dubai chocolate,bars,0,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,,,,,,
,Feta,tin,0,,,,,,,
,Cucumber,,8,,,,,,,
,Tomato,,10 small,,,,,,,
,,,,,,,,,,
,Olive Oil,16oz,1,,,,,,,
,Blueberries,,0,,,,,,,
,Peanut Butter,64oz,1,,,,,,,
,Bread,Loaf,1,,,,,,,
,Lemon Juice,bottle,1.5,,,,,,,
,Hot sauce,,1.5,,,,,,,
,Balsamic ,,,,,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,,
,Drip Filters,Bag,1.5,,,,,,,
,Scotch,,10,,,,,,,
,Gloves M,Box,5,,,,,,,
,Gloves Large,Box,4,,,,,,,
,Handsoap,Gallon,4,,,,,,,
,Bleach,Gallon,2.5,,,,,,,
,fabric clean,,1.5,,,,,,,
,Degreaser,,1,,,,,,,
,Cafiza,bucket,1,,,,,,,
,Rinza,container,1,,,,,,,
,Grindz,,4,,,,,,,
,Pink Sanitizer,,1,,,,,,,
,Thieves Solution,,0.5,,,,,,,
,Machine dish soap,,2,,,,,,,
, paper towels,roll,16,,,,,,,
,2 fold napkins,roll,16,,,,,,,
,Toilet Paper,roll,32,,,,,,,
,Toilet seat cover,box,4,,,,,,,
,Febreze,,10,,,,,,,
,Dawn Dishsoap,bottle,4,,,,,,,
,Trash Bags 56 gal,box,2,,,,,,,
,Trash Bags 42 gal,box,2,,,,,,,
,Glass Cleaner ,,6,,,,,,,
,,,,,,,,,,
,MISC,,,,,,,,,
,Teapot,individual,2,,,,,,,
,Cold brew bag,individual,12,,,,,,,
,Towels ,,FULL,,,,,,,
,Cup Sleeves,Box,1,,,,,,,
,Cup Carriers,box,1,,,,,,,
,Pastry Bag,Box/individual,1 box,,,,,,,
,To-Go Box,Sleeve,5,,,,,,,
,To-Go Bag,box,1,,,,,,,
,Straws,box,0.5,,,,,,,
,Stickers,roll,4,,,,,,,
,Stir Sticks,Box,7,,,,,,,
,Stoppers,packs,1.5,,,,,,,
,Matcha bowl,individual,1,,,,,,,
,Matcha whisk,individual,3,,,,,,,
,Large coffee filter,Sleeve/bag,4,,,,,,,
,Plastic forks,Box,2,,,,,,,
,plastic spoons,box,1,,,,,,,
,Plastic knives,box,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Beans,,,,,,,,,
,Limmu,,1/4 big bucket LOW,,,,,,,
,Shanta,,1/4 little bucket LOW,,,,,,,
,Manos,,,,,,,,,
,Decaf,,1,,,,,,,
,golden hour ,,2 bags ,,,,,,,
,-------------------------------------------,,,,,,,,,
8/2/25,MILKS,,,,,,,,,
,Whole Milk,,2,,,,,,,
,Low-Fat,,12,,,,,,,
,Half n Half,,2,,,,,,,
,Heavy Cream,,1.5,,,,,,,
,Oat,,OUT,,,,,,,
,Almond,,5 LOW,,,,,,,
,Lemonade,,2,,,,,,,
,Soy,,10,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,,,,,,
,Dark Chocolate sauce,bottle,3,,,,,,,
,Homemade Vanilla,bottle,4,,,,,,,
,Vanilla Creme,bottle,6,,,,,,,
,Caramel,bottle,4,,,,,,,
,Strawberry,bottle,10,,,,,,,
,Pistachio,bottle,3,,,,,,,
,Vanilla ,bottle,OUT,,,,,,,
,Sugar Free Vanilla,bottle,3,,,,,,,
,Honey,Bottle,1,,,,,,,
,Irish Cream,bottle,1,,,,,,,
,Ube,bottle,0,,,,,,,
,Rose,bottle,6,,,,,,,
,Gingerbread,bottle,0,,,,,,,
,Dark chocolate syrup,bottle,2,,,,,,,
,Peppermint,bottle,1,,,,,,,
,,,,,,,,,,
,TEA,,,,,,,,,
,Matcha,bag,1.5,,,,,,,
,Chai Masala,bottle,7,,,,,,,
,Turmeric Ginger,carton,24,,,,,,,
,English Breakfast,bag,1.5,,,,,,,
,Earl Grey,bag,1,,,,,,,
,Pineapple Papaya,bag,0.5,,,,,,,
,Moroccan Mint,bag,1,,,,,,,
,Jasmine,bag,0.5,,,,,,,
,"Chai, caffeine free",bag,2,,,,,,,
,Chamomint,bag,1.5,,,,,,,
,Crimson berry ,bag,2.5,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,1,,,,,,,
,Raisins,bags,1,,,,,,,
,Walnuts,Bags,0,,,,,,,
,Pistachios,Bag,1.5,,,,,,,
,Cinnamon,,3/4,,,,,,,
,Sweet and low ,,0.5,,,,,,,
,Stevia,Box,1.5,,,,,,,
,Raw Sugar,Box,1.5,,,,,,,
,Splenda,Box,1.5,,,,,,,
,White sugar bulk,,2.5 small bags,,,,,,,
,White sugar packets,Box,2,,,,,,,
,Greek seasoning,bottle,2.5,,,,,,,
,Rose Powder,,3,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,sleeve,14,,,,,,,
,Cold 12-14 oz Cups,Sleeve,28,,,,,,,
,Cold Lids,Sleeve,40,,,,,,,
,Cold 20 oz,Sleeve,0,,,,,,,
,Hot 12 oz Cups,Sleeve,5,,,,,,,
,Hot 12-24oz Lids,Sleeve,5,,,,,,,
,Hot 8oz Cups,sleeve,3 LOW,,,,,,,
,Hot 8oz Lids,Sleeve,7,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,18,,,,,,,
,San Pellegrino Cans,Cans,25,,,,,,,
,Fiji Small,6 Packs,30,,,,,,,
,Fiji Large,individual,OUT,,,,,,,
,Lychee Soda,can,26,,,,,,,
,Yuzu Ginger Soda,can,11,,,,,,,
,Hibiscus Rose Soda,can,7,,,,,,,
,Cucumber Soda,can,9,,,,,,,
,,,,,,,,,,
,Gato Pistachios,,11,,,,,,,
,Gato Walnut,,5,,,,,,,
,Gato Almond,,12,,,,,,,
,Macaroon,individual,OUT,,,,,,,
,Chia parfait Berries,,6,,,,,,,
,Chiamisu,,5,,,,,,,
,Vegan strawberry vanilla chia ,,4,,,,,,,
,Blue Mermaid protein bowl,,3,,,,,,,
,Chia dragon fruit,,3,,,,,,,
,Shanta,12 oz,4,,,,,,,
,Limmu,12 oz,,,,,,,,
,Matcha,bags,1,,,,,,,
,Manos,12oz,4,,,,,,,
,Dubai chocolate,bars,0,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,,,,,,
,Feta,tin,6,,,,,,,
,Cucumber,,2,,,,,,,
,Tomato,,9,,,,,,,
,,,,,,,,,,
,Olive Oil,16oz,2 liters,,,,,,,
,Blueberries,,2,,,,,,,
,Peanut Butter,64oz,1,,,,,,,
,Bread,Loaf,1.5,,,,,,,
,Lemon Juice,bottle,1.5,,,,,,,
,Hot sauce,,1 gal,,,,,,,
,Balsamic ,,,,,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,,
,Drip Filters,Bag,1.5,,,,,,,
,Scotch,,10,,,,,,,
,Gloves M,Box,3,,,,,,,
,Gloves Large,Box,2,,,,,,,
,Handsoap,Gallon,4,,,,,,,
